identity,num_pairs,baseline_mean,fr_mean,improvement
Yasser_Arafat/Yasser_Arafat,8,0.9022333770990372,0.9020250737667084,-0.0002083033323287964
Sergey_Lavrov/Sergey_Lavrov,11,0.9442738728089766,0.9440443407405507,-0.00022953206842590834
Dennis_Kozlowski/Dennis_Kozlowski,2,0.9756480753421783,0.9753895699977875,-0.00025850534439086914
Max_Mayfield/Max_Mayfield,2,0.9691303968429565,0.9688561260700226,-0.00027427077293395996
James_Cameron/James_Cameron,3,0.9675451318422953,0.9672574798266093,-0.00028765201568603516
Norm_Coleman/Norm_Coleman,6,0.9508638878663381,0.9505343735218048,-0.0003295143445333215
Mikulas_Dzurinda/Mikulas_Dzurinda,2,0.9730581641197205,0.972703754901886,-0.00035440921783447266
Vladimiro_Montesinos/Vladimiro_Montesinos,3,0.9429093996683756,0.9425549705823263,-0.00035442908604932377
Tom_Daschle/Tom_Daschle,23,0.9396663204483364,0.939308956913326,-0.00035736353501036877
Ilan_Ramon/Ilan_Ramon,3,0.96484375,0.9644789298375448,-0.0003648201624552039
Ellen_DeGeneres/Ellen_DeGeneres,2,0.9308107197284698,0.9304323792457581,-0.000378340482711792
David_Nalbandian/David_Nalbandian,13,0.9531352519989014,0.9527470973821787,-0.00038815461672270235
Tommy_Robredo/Tommy_Robredo,3,0.9562572836875916,0.9558376669883728,-0.00041961669921875
Elton_John/Elton_John,7,0.9566108328955514,0.9561680385044643,-0.00044279439108707574
Hermann_Maier/Hermann_Maier,2,0.9023226201534271,0.9018510580062866,-0.00047156214714050293
Kim_Jin-sun/Kim_Jin-sun,2,0.9591791033744812,0.9586761891841888,-0.0005029141902923584
Lana_Clarkson/Lana_Clarkson,1,0.9809786081314087,0.98044353723526,-0.0005350708961486816
Chung_Mong-hun/Chung_Mong-hun,2,0.8212859034538269,0.8207090795040131,-0.0005768239498138428
Carmen_Electra/Carmen_Electra,6,0.9526981512705485,0.9520834187666575,-0.0006147325038909912
Jennifer_Rodriguez/Jennifer_Rodriguez,2,0.9488241076469421,0.9482075572013855,-0.0006165504455566406
Meghann_Shaughnessy/Meghann_Shaughnessy,2,0.9647284746170044,0.9641000628471375,-0.0006284117698669434
William_Hochul/William_Hochul,2,0.9558170139789581,0.9551766514778137,-0.0006403625011444092
Joe_Nichols/Joe_Nichols,4,0.962412878870964,0.9617430865764618,-0.0006697922945022583
Michael_Leavitt/Michael_Leavitt,2,0.9681966006755829,0.9675026535987854,-0.0006939470767974854
Ali_Naimi/Ali_Naimi,7,0.9460288541657584,0.9453338214329311,-0.0006950327328273387
Philippe_Noiret/Philippe_Noiret,2,0.9542300701141357,0.9533961117267609,-0.0008339583873748779
Bono/Bono,3,0.9593180020650228,0.9584719141324362,-0.0008460879325866699
Sam_Bith/Sam_Bith,3,0.9689107735951742,0.9680168827374777,-0.0008938908576965332
Gerry_Adams/Gerry_Adams,8,0.9465227499604225,0.9455843940377235,-0.0009383559226989746
Rebecca_Romijn-Stamos/Rebecca_Romijn-Stamos,4,0.9585368037223816,0.957390308380127,-0.0011464953422546387
Lawrence_MacAulay/Lawrence_MacAulay,2,0.9684907793998718,0.9673288762569427,-0.0011619031429290771
Heather_Mills/Heather_Mills,4,0.9702384769916534,0.9690246134996414,-0.001213863492012024
Mariangel_Ruiz_Torrealba/Mariangel_Ruiz_Torrealba,3,0.8253205815951029,0.824104388554891,-0.0012161930402119214
Larry_Coker/Larry_Coker,4,0.9272371232509613,0.9259583353996277,-0.0012787878513336182
Zinedine_Zidane/Zinedine_Zidane,5,0.9438709020614624,0.942585039138794,-0.0012858629226684126
Jessica_Lynch/Jessica_Lynch,2,0.9534845352172852,0.9521685838699341,-0.0013159513473510742
Mark_Richt/Mark_Richt,3,0.9613507986068726,0.9599682092666626,-0.001382589340209961
Justin_Leonard/Justin_Leonard,3,0.9285137255986532,0.9271202683448792,-0.0013934572537740442
Aitor_Gonzalez/Aitor_Gonzalez,1,0.9658641815185547,0.9644637107849121,-0.0014004707336425781
Christine_Gregoire/Christine_Gregoire,4,0.9346027076244354,0.9331831634044647,-0.0014195442199707031
Charles_Schumer/Charles_Schumer,2,0.9441496729850769,0.9427104294300079,-0.0014392435550689697
Angela_Merkel/Angela_Merkel,5,0.9587800145149231,0.9573372602462769,-0.0014427542686462624
Manuel_Poggiali/Manuel_Poggiali,2,0.9647670388221741,0.9632667899131775,-0.001500248908996582
Daisy_Fuentes/Daisy_Fuentes,4,0.9527209401130676,0.9512168318033218,-0.0015041083097457886
Thaksin_Shinawatra/Thaksin_Shinawatra,6,0.970200369755427,0.968623677889506,-0.0015766918659210205
GL_Peiris/GL_Peiris,4,0.9617740511894226,0.9601958990097046,-0.0015781521797180176
Yossi_Beilin/Yossi_Beilin,2,0.9540083110332489,0.9524241089820862,-0.0015842020511627197
Sebastien_Grosjean/Sebastien_Grosjean,4,0.9450991004705429,0.9434438496828079,-0.0016552507877349854
Ralf_Schumacher/Ralf_Schumacher,8,0.944049559533596,0.942389726638794,-0.0016598328948020935
Blythe_Hartley/Blythe_Hartley,2,0.945479154586792,0.9437927901744843,-0.0016863644123077393
Queen_Rania/Queen_Rania,4,0.9710710495710373,0.9692893773317337,-0.0017816722393035889
Charles_Bronson/Charles_Bronson,2,0.9641570448875427,0.9623492062091827,-0.0018078386783599854
Princess_Anne/Princess_Anne,2,0.9634527862071991,0.9615966081619263,-0.0018561780452728271
Eddy_Merckx/Eddy_Merckx,2,0.9360415637493134,0.9341737627983093,-0.0018678009510040283
Rick_Carlisle/Rick_Carlisle,4,0.9622531831264496,0.9602740257978439,-0.001979157328605652
Jean-Marc_de_La_Sabliere/Jean-Marc_de_La_Sabliere,2,0.9156754612922668,0.9136116802692413,-0.0020637810230255127
Thomas_OBrien/Thomas_OBrien,9,0.9681221908993192,0.9659879737430148,-0.002134217156304352
Susan_Sarandon/Susan_Sarandon,6,0.9687353670597076,0.9665948947270712,-0.0021404723326364783
Paul-Henri_Mathieu/Paul-Henri_Mathieu,3,0.9507833123207092,0.9486069083213806,-0.0021764039993286133
Paul_Gascoigne/Paul_Gascoigne,3,0.9663601120313009,0.964149018128713,-0.0022110939025878906
Garry_Kasparov/Garry_Kasparov,2,0.9644190073013306,0.9622037708759308,-0.0022152364253997803
Cristina_Fernandez/Cristina_Fernandez,1,0.9171289801597595,0.9148856401443481,-0.002243340015411377
Steven_Seagal/Steven_Seagal,2,0.9725024104118347,0.970185786485672,-0.0023166239261627197
Kevin_Spacey/Kevin_Spacey,5,0.951888382434845,0.9495364904403687,-0.002351891994476274
Amanda_Beard/Amanda_Beard,2,0.9223791360855103,0.9200177192687988,-0.0023614168167114258
Frank_Solich/Frank_Solich,3,0.9525746504465739,0.9501987298329672,-0.002375920613606697
Steve_Waugh/Steve_Waugh,2,0.9792082011699677,0.9768073856830597,-0.002400815486907959
Daniel_Radcliffe/Daniel_Radcliffe,4,0.8979319334030151,0.8954664021730423,-0.0024655312299728394
Aron_Ralston/Aron_Ralston,2,0.9504869878292084,0.9478689432144165,-0.00261804461479187
Aaron_Sorkin/Aaron_Sorkin,2,0.9567614197731018,0.9541361629962921,-0.0026252567768096924
Shimon_Peres/Shimon_Peres,7,0.8937287926673889,0.8910919513021197,-0.0026368413652692047
John_Garamendi/John_Garamendi,2,0.8740581572055817,0.8712986409664154,-0.0027595162391662598
Franz_Beckenbauer/Franz_Beckenbauer,2,0.9617277979850769,0.9588968753814697,-0.0028309226036071777
Robert_Horan/Robert_Horan,2,0.9574497044086456,0.9546113908290863,-0.002838313579559326
Patrick_Leahy/Patrick_Leahy,2,0.9530417025089264,0.9501921832561493,-0.0028495192527770996
Eduard_Shevardnadze/Eduard_Shevardnadze,5,0.9639661192893982,0.9606719732284545,-0.0032941460609436923
Slobodan_Milosevic/Slobodan_Milosevic,4,0.9545206725597382,0.9512195289134979,-0.0033011436462402344
Kamal_Kharrazi/Kamal_Kharrazi,6,0.9609920978546143,0.9576628009478251,-0.003329296906789181
Peter_Struck/Peter_Struck,5,0.9073998332023621,0.9035771489143372,-0.0038226842880249023
Aleksander_Kwasniewski/Aleksander_Kwasniewski,3,0.9667670726776123,0.9629132946332296,-0.003853778044382694
Benjamin_Netanyahu/Benjamin_Netanyahu,5,0.9465976595878601,0.9425312161445618,-0.004066443443298318
Patrice_Chereau/Patrice_Chereau,2,0.9509725570678711,0.9466320872306824,-0.004340469837188721
Michael_J_Sheehan/Michael_J_Sheehan,1,0.9552577137947083,0.950674295425415,-0.004583418369293213
Wayne_Gretzky/Wayne_Gretzky,2,0.9298928380012512,0.925071656703949,-0.004821181297302246
Robert_Blackwill/Robert_Blackwill,2,0.9320898354053497,0.9272618293762207,-0.004828006029129028
Owen_Wilson/Owen_Wilson,2,0.9451013803482056,0.9399541616439819,-0.005147218704223633
Oleksandr_Moroz/Oleksandr_Moroz,2,0.9653116166591644,0.9601294994354248,-0.005182117223739624
Prince_Charles/Prince_Charles,5,0.9217306256294251,0.9162705183029175,-0.0054601073265075906
Ishaq_Shahryar/Ishaq_Shahryar,2,0.9308208227157593,0.9250554442405701,-0.005765378475189209
Art_Hoffmann/Art_Hoffmann,2,0.932464063167572,0.9266922175884247,-0.005771845579147339
Zafarullah_Khan_Jamali/Zafarullah_Khan_Jamali,2,0.9404582977294922,0.9340992569923401,-0.0063590407371521
Yann_Martel/Yann_Martel,1,0.9559450745582581,0.9494182467460632,-0.006526827812194824
Stephen_Friedman/Stephen_Friedman,2,0.9574675559997559,0.9495149552822113,-0.007952600717544556
Adolfo_Aguilar_Zinser/Adolfo_Aguilar_Zinser,3,0.9154266119003296,0.9073333740234375,-0.00809323787689209
Bruce_Weber/Bruce_Weber,2,0.8815880715847015,0.8724185526371002,-0.009169518947601318
Darrell_Porter/Darrell_Porter,2,0.8852670192718506,0.8686017096042633,-0.01666530966758728
